nse_ticker,company_name,macro,sector,industry,basic_industry,themes
GRINFRA,G R Infraprojects Limited,Industrials,Construction,Construction,Civil Construction,
GRMOVER,GRM Overseas Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,fmcg_staples
GROBTEA,The Grob Tea Company Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,fmcg_staples
GROWW,Billionbrains Garage Ventures Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,capital_markets
GRPLTD,GRP Limited,Industrials,Capital Goods,Industrial Products,Rubber,
GRSE,Garden Reach Shipbuilders & Engineers Limited,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,defense;psu_capex
GRUH,Gruh Finance Limited,FINANCIAL SERVICES,FINANCIAL SERVICES,FINANCE,HOUSING FINANCE,
GRWRHITECH,Garware Hi-Tech Films Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,new_age_tech
GSFC,Gujarat State Fertilizers & Chemicals Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,specialty_chem;rural_agri
GSLSU,Global Surfaces Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Granites & Marbles,discretionary
GSPL,Gujarat State Petronet Limited,Energy,Oil Gas & Consumable Fuels,Gas,Gas Transmission/Marketing,
GSS,GSS Infotech Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,it_services;new_age_tech
GTECJAINX,G-TEC JAINX EDUCATION LIMITED,Consumer Discretionary,Consumer Services,Other Consumer Services,E-Learning,discretionary
GTL,GTL Limited,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services,
GTLINFRA,GTL Infrastructure Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure,
GTPL,GTPL Hathway Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,
GUFICBIO,Gufic Biosciences Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
GUJALKALI,Gujarat Alkalies and Chemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,specialty_chem
GUJAPOLLO,Gujarat Apollo Industries Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,capex
GUJARATGAS,,,,,,
GUJFLUORO,,,,,,
GUJGAS,,,,,,oil_downstream
GUJGASLTD,Gujarat Gas Limited,Energy,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier,oil_downstream
GUJNREGAS,,,,,,
GUJRAFFIA,Gujarat Raffia Industries Limited,Industrials,Capital Goods,Industrial Products,Packaging,
GUJRATGAS,Gujarat Gas Company Limited,ENERGY,OIL & GAS,GAS,LPG/CNG/PNG/LNG SUPPLIER,oil_downstream
GUJTHEM,Gujarat Themis Biosyn Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
GULFOILLUB,Gulf Oil Lubricants India Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants,
GULFPETRO,GP Petroleums Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants,
GULPOLY,Gulshan Polyols Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,fmcg_staples
GVK,,,,,,
GVKPIL,GVK Power & Infrastructure Limited,Industrials,Construction,Construction,Civil Construction,
GVPTECH,GVP Infotech Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,it_services;new_age_tech
GVT&D,GE Vernova T&D India Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,capex
HAL,Hindustan Aeronautics Limited,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,defense;psu_capex
HALDER,Halder Venture Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,fmcg_staples
HALEOSLABS,HALEOS LABS LIMITED,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
HALONIX,,,,,,
HAPPSTMNDS,Happiest Minds Technologies Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,it_services;new_age_tech
HAPPYFORGE,Happy Forgings Limited,Industrials,Capital Goods,Industrial Products,Castings & Forgings,
HARIOM,,,,,,
HARIOMPIPE,Hariom Pipe Industries Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,metals
HARRMALAYA,Harrisons  Malayalam Limited,Industrials,Capital Goods,Industrial Products,Rubber,
HARSHA,Harsha Engineers International Limited,Industrials,Capital Goods,Industrial Products,Other Industrial Products,capex
HATHWAY,Hathway Cable & Datacom Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,
HATSUN,Hatsun Agro Product Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,
HAVELLS,Havells India Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,semis;discretionary
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,discretionary
HAWKINS,,,,,,
HBLENGINE,HBL Engineering Limited,Industrials,Capital Goods,Industrial Products,Other Industrial Products,capex
HBLPOWER,,,,,,ev
HBSL,HB Stockholdings Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
HCALPIPES,,,,,,
HCC,Hindustan Construction Company Limited,Industrials,Construction,Construction,Civil Construction,
HCG,Healthcare Global Enterprises Limited,Healthcare,Healthcare,Healthcare Services,Hospital,hospitals
HCL-INSYS,HCL Infosystems Limited,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,
HCLINFOSYS,,,,,,
HCLTECH,HCL Technologies Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,it_services;new_age_tech
HDBFS,HDB Financial Services Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
HDFCAMC,HDFC Asset Management Company Limited,Financial Services,Financial Services,Capital Markets,Asset Management Company,capital_markets
HDFCBANK,HDFC Bank Limited,Financial Services,Financial Services,Banks,Private Sector Bank,private_banks
HDFCLIFE,HDFC Life Insurance Company Limited,Financial Services,Financial Services,Insurance,Life Insurance,life_insurance
HEADSUP,Heads UP Ventures Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products,discretionary
HEALTHCARE,Mirae Asset Mutual Fund - Mirae Asset Nifty 500 Healthcare ETF,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,capital_markets
HEALTHSPRING,,,,,,
HEALTHSRC,,,,,,
HECPROJECT,HEC Infra Projects Limited,Industrials,Construction,Construction,Civil Construction,
HEG,HEG Limited,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,
HEIDELBERG,HeidelbergCement India Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,cement
HEMIPROP,Hemisphere Properties India Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,realty
HERANBA,Heranba Industries Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,specialty_chem;rural_agri
HERITGFOOD,Heritage Foods Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,fmcg_staples
HERO,,,,,,
HEROHONDA,,,,,,
HEROMOTOCO,Hero MotoCorp Limited,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers,ev
HESTER,,,,,,
HESTERBIO,Hester Biosciences Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
HEXATRADEX,Hexa Tradex Limited,Financial Services,Financial Services,Finance,Investment Company,
HEXAWARE,Hexaware Technologies Limited,IT,IT,SOFTWARE,COMPUTERS - SOFTWARE,new_age_tech
HEXT,Hexaware Technologies Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,it_services;new_age_tech
HFCL,HFCL Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure,
HG INFRA,,,,,,
HGINFRA,H.G. Infra Engineering Limited,Industrials,Construction,Construction,Civil Construction,
HGM,HandsOn Global Management (HGM) Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,it_services
HGS,Hinduja Global Solutions Limited,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),
HIKAL,Hikal Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
HILINFRA,Highway Infrastructure Limited,Services,Services,Transport Infrastructure,Road Assets - Toll Annuity Hybrid-Annuity,
HILTON,Hilton Metal Forging Limited,Industrials,Capital Goods,Industrial Products,Castings & Forgings,
HIMALAYA,,,,,,
HIMATSEIDE,Himatsingka Seide Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
HINDALCO,Hindalco Industries Limited,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium,metals
HINDALCOIND,,,,,,
HINDCOMPOS,Hindustan Composites Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
HINDCON,Hindcon Chemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,specialty_chem
HINDCOPPER,Hindustan Copper Limited,Commodities,Metals & Mining,Non - Ferrous Metals,Copper,metals
HINDMOTORS,Hindustan Motors Limited,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,ev
HINDOILEXP,Hindustan Oil Exploration Company Limited,Energy,Oil Gas & Consumable Fuels,Oil,Oil Exploration & Production,oil_upstream
HINDPETRO,Hindustan Petroleum Corporation Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Refineries & Marketing,oil_downstream
HINDPOW,,,,,,
HINDUCOPPER,,,,,,
HINDUNILVR,Hindustan Unilever Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG,ev;fmcg_staples
HINDUSTAN,,,,,,
HINDWARE,,,,,,
HINDWAREAP,Hindware Home Innovation Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Sanitary Ware,discretionary
HINDZINC,Hindustan Zinc Limited,Commodities,Metals & Mining,Non - Ferrous Metals,Zinc,metals
HIRECT,Hind Rectifiers Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,capex
HISAR,,,,,,
HISARMET,,,,,,
HISARMETAL,Hisar Metal Industries Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,metals
HITECH,Hi-Tech Pipes Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,metals;new_age_tech
HITECHCORP,Hitech Corporation Limited,Industrials,Capital Goods,Industrial Products,Packaging,new_age_tech
HLEGLAS,HLE Glascoat Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,capex
HLVLTD,HLV LIMITED,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,discretionary
HMAAGRO,HMA Agro Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Meat Products including Poultry,
HMVL,Hindustan Media Ventures Limited,Consumer Discretionary,Media Entertainment & Publication,Media,Print Media,
HNDFDS,Hindustan Foods Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG,fmcg_staples
HOMEFIRST,Home First Finance Company India Limited,Financial Services,Financial Services,Finance,Housing Finance Company,nbfc
HONASA,Honasa Consumer Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,fmcg_staples
HONAUT,Honeywell Automation India Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,semis;capex
HONDAPOWER,Honda India Power Products Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,capex
HPAL,HP Adhesives Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,specialty_chem
HPCL,,,,,,psu_capex;oil_downstream
HPIL,Hindprakash Industries Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,specialty_chem
HPL,HPL Electric & Power Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,ev;capex
HSCL,Himadri Speciality Chemical Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Carbon Black,
HSIL,,,,,,
HTMEDIA,HT Media Limited,Consumer Discretionary,Media Entertainment & Publication,Media,Print Media,
HUBTOWN,Hubtown Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,realty
HUDCO,Housing & Urban Development Corporation Limited,Financial Services,Financial Services,Finance,Financial Institution,ev
HUHTAMAKI,Huhtamaki India Limited,Industrials,Capital Goods,Industrial Products,Packaging,
HYBRIDFIN,Hybrid Financial Services Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,capital_markets
HYUNDAI,Hyundai Motor India Limited,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,ev
IBREALEST,,,,,,
IBULHSGFIN,,,,,,
IBULLSLTD,Indiabulls Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
ICEMAKE,Ice Make Refrigeration Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,capex
ICICIAMC,ICICI Prudential Asset Management Company Limited,Financial Services,Financial Services,Capital Markets,Asset Management Company,capital_markets
ICICIBANK,ICICI Bank Limited,Financial Services,Financial Services,Banks,Private Sector Bank,private_banks
ICICIGI,ICICI Lombard General Insurance Company Limited,Financial Services,Financial Services,Insurance,General Insurance,capital_markets;general_insurance
ICICILOMBRD,,,,,,
ICICIPRAMC,,,,,,
ICICIPRU,,,,,,
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Financial Services,Financial Services,Insurance,Life Insurance,life_insurance
ICICISEC,,,,,,
ICIL,Indo Count Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
ICRA,ICRA Limited,Financial Services,Financial Services,Capital Markets,Ratings,capital_markets
IDBI,IDBI Bank Limited,Financial Services,Financial Services,Banks,Private Sector Bank,private_banks;psu_banks
IDEA,Vodafone Idea Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,
IDEAFORGE,Ideaforge Technology Limited,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,defense;new_age_tech
IDFC,IDFC Limited,Financial Services,Financial Services,Finance,Holding Company,
IDFCFIRSTB,IDFC First Bank Limited,Financial Services,Financial Services,Banks,Private Sector Bank,private_banks
IEX,Indian Energy Exchange Limited,Financial Services,Financial Services,Capital Markets,Exchange and Data Platform,capital_markets
IFBAGRO,IFB Agro Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,
IFBIND,IFB Industries Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,discretionary
IFCI,IFCI Limited,Financial Services,Financial Services,Finance,Financial Institution,
IFFCO,,,,,,
IFGL,,,,,,
IFGLEXPOR,IFGL Refractories Limited,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,
IGARASHI,Igarashi Motors India Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
IGCL,Indogulf Cropsciences Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,specialty_chem;rural_agri
IGIL,International Gemmological Institute (India) Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
IGL,Indraprastha Gas Limited,Energy,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier,oil_downstream
IGPL,IG Petrochemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,specialty_chem
IIFL,IIFL Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),capital_markets
IIFLCAPS,IIFL Capital Services Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,capital_markets
IIFLSEC,,,,,,
IITL,Industrial Investment Trust Limited,Financial Services,Financial Services,Finance,Investment Company,
