nse_ticker,company_name,macro,sector,industry,basic_industry,source
TATASTEEL,Tata Steel Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,nse_official
TATATECH,Tata Technologies Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,nse_official
TATVA,Tatva Chintan Pharma Chem Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
TBOTECH,,,,,,missing
TBOTEK,TBO Tek Limited,Consumer Discretionary,Consumer Services,Leisure Services,Tour Travel Related Services,nse_official
TBZ,Tribhovandas Bhimji Zaveri Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
TCC,TCC Concept Limited,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail,nse_official
TCI,Transport Corporation of India Limited,Services,Services,Transport Services,Logistics Solution Provider,nse_official
TCIEXP,TCI Express Limited,Services,Services,Transport Services,Logistics Solution Provider,nse_official
TCIL,,,,,,missing
TCPLPACK,TCPL Packaging Limited,Industrials,Capital Goods,Industrial Products,Packaging,nse_official
TCS,Tata Consultancy Services Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
TDPOWERSYS,TD Power Systems Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
TEAMGTY,Team India Guaranty Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
TEAMLEASE,Teamlease Services Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,nse_official
TECHM,Tech Mahindra Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
TECHNO,Techno Electric & Engineering Company Limited,MANUFACTURING,CONSTRUCTION,CONSTRUCTION PROJECT,ENGINEERING-DESIGNING-CONSTRUCTION,nse_official
TECHNOE,Techno Electric & Engineering Company Limited,Industrials,Construction,Construction,Civil Construction,nse_official
TECILCHEM,TECIL Chemicals and Hydro Power Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,nse_official
TEGA,Tega Industries Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
TEJAS,,,,,,missing
TEJASNET,Tejas Networks Limited,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,nse_official
TEMBO,Tembo Global Industries Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
TENNIND,Tenneco Clean Air India Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
TERASOFT,Tera Software Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,nse_official
TEXINFRA,Texmaco Infrastructure & Holdings Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,nse_official
TEXMOPIPES,Texmo Pipes and Products Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,nse_official
TEXRAIL,Texmaco Rail & Engineering Limited,Industrials,Capital Goods,Industrial Manufacturing,Railway Wagons,nse_official
TFCILTD,Tourism Finance Corporation of India Limited,Financial Services,Financial Services,Finance,Financial Institution,nse_official
TFL,Transwarranty Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
TGBHOTELS,TGB Banquets And Hotels Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,nse_official
TGSOLS,,,,,,missing
THANGAMAYL,Thangamayil Jewellery Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
THEINVEST,The Investment Trust Of India Limited,Financial Services,Financial Services,Finance,Other Financial Services,nse_official
THEJEWELS,,,,,,missing
THEJO,Thejo Engineering Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
THELEELA,Leela Palaces Hotels & Resorts Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,nse_official
THEMISMED,Themis Medicare Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
THERMAX,Thermax Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
THOMASCOOK,Thomas Cook  (India)  Limited,Consumer Discretionary,Consumer Services,Leisure Services,Tour Travel Related Services,nse_official
THOMASCOTT,Thomas Scott (India) Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
THYROCARE,Thyrocare Technologies Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,nse_official
TI,Tilaknagar Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,nse_official
TICL,Twamev Construction and Infrastructure Limited,Industrials,Construction,Construction,Civil Construction,nse_official
TIGERLOGS,Tiger Logistics (India) Limited,Services,Services,Transport Services,Logistics Solution Provider,nse_official
TIGL,,,,,,missing
TIIL,Technocraft Industries (India) Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
TIINDIA,Tube Investments of India Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
TIL,TIL Limited,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles,Construction Vehicles,nse_official
TILIND,,,,,,missing
TIMETECHNO,Time Technoplast Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,nse_official
TIMKEN,Timken India Limited,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings,nse_official
TINNARUBR,Tinna Rubber and Infrastructure Limited,Industrials,Capital Goods,Industrial Products,Rubber,nse_official
TINPLATE,The Tinplate Company of India Limited,Industrials,Capital Goods,Industrial Products,Packaging,nse_official
TIPS,,,,,,missing
TIPSFILMS,Tips Films Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition,nse_official
TIPSINDLTD,,,,,,missing
TIPSMUSIC,Tips Music Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,nse_official
TIRUMALCHM,Thirumalai Chemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,nse_official
TIRUPATI,Shree Tirupati Balajee FIBC Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,nse_official
TIRUPATIFL,Tirupati Forge Limited,Industrials,Capital Goods,Industrial Products,Castings & Forgings,nse_official
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,Industrials,Capital Goods,Industrial Manufacturing,Railway Wagons,nse_official
TITAN,Titan Company Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
TITANBYK,,,,,,missing
TLGLOBAL,,,,,,missing
TMB,Tamilnad Mercantile Bank Limited,Financial Services,Financial Services,Banks,Private Sector Bank,nse_official
TMBBANK,,,,,,missing
TMCV,Tata Motors Limited,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles,Commercial Vehicles,nse_official
TMKFINANCE,,,,,,missing
TMPV,Tata Motors Passenger Vehicles Limited,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,nse_official
TNPETRO,Tamilnadu PetroProducts Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,nse_official
TNPL,Tamil Nadu Newsprint & Papers Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,nse_official
TNTELE,Tamilnadu Telecommunication Limited,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,nse_official
TOKYOPLAST,Tokyo Plast International Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer,nse_official
TOLINS,Tolins Tyres Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,nse_official
TORNTPHARM,Torrent Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
TORNTPIPER,,,,,,missing
TORNTPOWER,Torrent Power Limited,Utilities,Power,Power,Integrated Power Utilities,nse_official
TOTAL,Total Transport Systems Limited,Services,Services,Transport Services,Logistics Solution Provider,nse_official
TOUCHWOOD,Touchwood Entertainment Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,Other Consumer Services,nse_official
TPHQ,Teamo Productions HQ Limited,Industrials,Construction,Construction,Civil Construction,nse_official
TPLPLASTEH,TPL Plastech Limited,Industrials,Capital Goods,Industrial Products,Packaging,nse_official
TRACXN,Tracxn Technologies Limited,Services,Services,Commercial Services & Supplies,Data Processing Services,nse_official
TRANSPEK,Transpek Industry Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,nse_official
TRANSRAILL,Transrail Lighting Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,Services,Services,Transport Services,Shipping,nse_official
TRAVELFOOD,Travel Food Services Limited,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants,nse_official
TREJHARA,TREJHARA SOLUTIONS LIMITED,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
TREL,Transindia Real Estate Limited,Services,Services,Transport Services,Logistics Solution Provider,nse_official
TRENT,Trent Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,nse_official
TRF,TRF Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
TRIDENT,Trident Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
TRIGYN,Trigyn Technologies Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
TRITURBINE,Triveni Turbine Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
TRIVENI,Triveni Engineering & Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,nse_official
TRIVENIENG,,,,,,missing
TRIVENIGR,,,,,,missing
TRU,TruCap Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
TRUALT,TruAlt Bioenergy Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,nse_official
TSFINV,TSF INVESTMENTS LIMITED,Financial Services,Financial Services,Finance,Investment Company,nse_official
TTK,,,,,,missing
TTKHLTCARE,TTK Healthcare Limited,Diversified,Diversified,Diversified,Diversified,nse_official
TTKPRESTIG,TTK Prestige Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,nse_official
TTML,Tata Teleservices (Maharashtra) Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,nse_official
TTMT,,,,,,missing
TUPPERWARE,,,,,,missing
TV18BRDCST,TV18 Broadcast Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,nse_official
TVSELECT,TVS Electronics Limited,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,nse_official
TVSHLTD,TVS Holdings Limited,Financial Services,Financial Services,Finance,Investment Company,nse_official
TVSMOTOR,TVS Motor Company Limited,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers,nse_official
TVSMOTORS,,,,,,missing
TVSSRICHAK,TVS Srichakra Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,nse_official
TVTODAY,TV Today Network Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,nse_official
UBL,United Breweries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,nse_official
UCAL,UCAL LIMITED,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
UCALFUEL,,,,,,missing
UCO,,,,,,missing
UCOBANK,UCO Bank,Financial Services,Financial Services,Banks,Public Sector Bank,nse_official
UDS,Updater Services Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,nse_official
UEL,Ujaas Energy Limited,Utilities,Power,Power,Power Generation,nse_official
UFBL,United Foodbrands Limited,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants,nse_official
UFLEX,UFLEX Limited,Industrials,Capital Goods,Industrial Products,Packaging,nse_official
UFO,UFO Moviez India Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition,nse_official
UGARSUGAR,The Ugar Sugar Works Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,nse_official
UGROCAP,Ugro Capital Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
UJJIVAN,Ujjivan Financial Services Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
UJJIVANSFB,Ujjivan Small Finance Bank Limited,Financial Services,Financial Services,Banks,Other Bank,nse_official
ULTRACEMCO,UltraTech Cement Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
UMAEXPORTS,Uma Exports Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors,nse_official
UMIYA-MRO,UMIYA BUILDCON LIMITED,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,nse_official
UNICHEMLAB,Unichem Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
UNIDT,United Drilling Tools Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
UNIECOM,Unicommerce Esolutions Limited,Information Technology,Information Technology,IT - Software,Software Products,nse_official
UNIENTER,Uniphos Enterprises Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals,nse_official
UNIINFO,Uniinfo Telecom Services Limited,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services,nse_official
UNIMECH,Unimech Aerospace and Manufacturing Limited,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,nse_official
UNIONBANK,Union Bank of India,Financial Services,Financial Services,Banks,Public Sector Bank,nse_official
UNIPARTS,Uniparts India Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
UNITDSPR,United Spirits Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,nse_official
UNITECH,Unitech Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,nse_official
UNITEDPOLY,United Polyfab Gujarat Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,nse_official
